date,temp
2020/7/30 0:02,21.96
2020/7/30 0:06,22
2020/7/30 0:11,21.86
2020/7/30 0:16,21.9
2020/7/30 0:21,21.93
2020/7/30 0:26,21.83
2020/7/30 0:31,21.73
2020/7/30 0:36,21.67
2020/7/30 0:41,21.63
2020/7/30 0:46,21.6
2020/7/30 0:51,21.6
2020/7/30 0:56,21.63
2020/7/30 1:01,21.53
2020/7/30 1:06,21.47
2020/7/30 1:11,21.4
2020/7/30 1:16,21.33
2020/7/30 1:21,21.33
2020/7/30 1:26,21.2
2020/7/30 1:31,21.2
2020/7/30 1:37,21.16
2020/7/30 1:41,21.13
2020/7/30 1:46,21.16
2020/7/30 1:51,21.13
2020/7/30 1:56,21.13
2020/7/30 2:01,21.2
2020/7/30 2:06,21.2
2020/7/30 2:11,21.1
2020/7/30 2:16,21.06
2020/7/30 2:21,21.03
2020/7/30 2:26,21.17
2020/7/30 2:32,21.4
2020/7/30 2:37,21.33
2020/7/30 2:42,21.23
2020/7/30 2:46,21.27
2020/7/30 2:51,21.23
2020/7/30 2:56,21.66
2020/7/30 3:01,21.86
2020/7/30 3:06,21.56
2020/7/30 3:11,21.5
2020/7/30 3:16,21.43
2020/7/30 3:21,21.53
2020/7/30 3:26,21.63
2020/7/30 3:32,21.66
2020/7/30 3:36,21.7
2020/7/30 3:41,21.67
2020/7/30 3:46,21.33
2020/7/30 3:51,21.27
2020/7/30 3:56,21.3
2020/7/30 4:01,21.4
2020/7/30 4:06,21.5
2020/7/30 4:11,21.7
2020/7/30 4:16,21.77
2020/7/30 4:21,21.93
2020/7/30 4:26,22.06
2020/7/30 4:31,22
2020/7/30 4:36,22
2020/7/30 4:41,22.03
2020/7/30 4:46,21.96
2020/7/30 4:52,21.93
2020/7/30 4:56,21.93
2020/7/30 5:01,21.9
2020/7/30 5:06,21.86
2020/7/30 5:11,21.8
2020/7/30 5:16,21.8
2020/7/30 5:21,21.8
2020/7/30 5:26,21.73
2020/7/30 5:32,21.76
2020/7/30 5:36,21.83
2020/7/30 5:42,21.86
2020/7/30 5:46,21.8
2020/7/30 5:51,21.8
2020/7/30 5:56,21.8
2020/7/30 6:01,21.83
2020/7/30 6:06,21.83
2020/7/30 6:11,21.76
2020/7/30 6:16,21.77
2020/7/30 6:21,21.77
2020/7/30 6:27,21.77
2020/7/30 6:31,21.7
2020/7/30 6:36,21.66
2020/7/30 6:41,21.7
2020/7/30 6:46,21.7
2020/7/30 6:51,21.63
2020/7/30 6:56,21.5
2020/7/30 7:01,21.43
2020/7/30 7:06,21.33
2020/7/30 7:11,21.33
2020/7/30 7:16,21.3
2020/7/30 7:21,21.27
2020/7/30 7:26,21.3
2020/7/30 7:31,21.36
2020/7/30 7:36,21.43
2020/7/30 7:41,21.43
2020/7/30 7:46,21.57
2020/7/30 7:51,21.67
2020/7/30 7:56,21.73
2020/7/30 8:01,21.8
2020/7/30 8:11,22
2020/7/30 8:17,22.3
2020/7/30 8:21,22.46
2020/7/30 8:26,22.36
2020/7/30 8:31,22.36
2020/7/30 8:36,22.36
2020/7/30 8:41,22.7
2020/7/30 8:46,23
