2020-07-01 12:36:14,27.83
2020-07-01 12:41:14,27.93
2020-07-01 12:46:13,28.37
2020-07-01 12:51:14,28.16
2020-07-01 12:56:14,27.96
2020-07-01 13:01:14,28.27
2020-07-01 13:06:15,28.7
2020-07-01 13:11:14,28.3
2020-07-01 13:16:14,28.63
2020-07-01 13:21:14,28.9
2020-07-01 13:26:14,28.76
2020-07-01 13:31:14,28.63
2020-07-01 13:36:46,28.57
2020-07-01 13:41:14,28.97
2020-07-01 13:46:14,29.2
2020-07-01 13:51:14,29.17
2020-07-01 13:56:15,29.23
2020-07-01 14:01:15,29.23
2020-07-01 14:06:15,29.13
2020-07-01 14:11:14,29.13
2020-07-01 14:16:14,28.93
2020-07-01 14:21:14,29.13
2020-07-01 14:26:14,28.46
2020-07-01 14:31:14,28.87
2020-07-01 14:36:14,29.06
2020-07-01 14:41:14,29.23
2020-07-01 14:46:14,29
2020-07-01 14:51:14,29.17
2020-07-01 14:56:14,29.2
2020-07-01 15:01:14,29.1
2020-07-01 15:06:15,29.03
2020-07-01 15:11:14,28.97
2020-07-01 15:16:45,28.9
2020-07-01 15:21:14,28.83
2020-07-01 15:26:14,28.53
2020-07-01 15:31:14,28.5
2020-07-01 15:36:14,28.4
2020-07-01 15:41:14,28.4
2020-07-01 15:46:14,28.4
2020-07-01 15:51:14,28.33
2020-07-01 15:56:15,28.36
2020-07-01 16:01:14,28.13
2020-07-01 16:06:15,28.06
2020-07-01 16:11:14,27.97
2020-07-01 16:16:14,27.8
2020-07-01 16:21:14,27.7
2020-07-01 16:26:14,27.6
2020-07-01 16:31:14,27.53
2020-07-01 16:36:14,27.4
2020-07-01 16:41:14,27.3
2020-07-01 16:46:14,27.2
2020-07-01 16:51:14,27.06
2020-07-01 16:56:14,26.93
2020-07-01 17:01:15,26.93
2020-07-01 17:06:15,26.86
2020-07-01 17:11:15,26.73
2020-07-01 17:16:14,26.66
2020-07-01 17:21:14,26.6
2020-07-01 17:26:14,26.6
2020-07-01 17:31:14,26.7
2020-07-01 17:36:14,26.53
2020-07-01 17:41:14,26.47
2020-07-01 17:46:14,26.5
2020-07-01 17:51:14,26.53
2020-07-01 17:56:14,26.43
2020-07-01 18:01:14,26.5
2020-07-01 18:06:15,26.46
2020-07-01 18:11:15,26.2
2020-07-01 18:16:14,26.23
2020-07-01 18:21:14,26.43
2020-07-01 18:26:14,26.4
2020-07-01 18:31:14,26.53
2020-07-01 18:36:14,26.43
2020-07-01 18:41:14,26.2
2020-07-01 18:46:14,26.03
2020-07-01 18:51:14,26.1
2020-07-01 18:56:14,26.17
2020-07-01 19:01:14,26.16
2020-07-01 19:06:15,26.16
2020-07-01 19:11:15,26.2
2020-07-01 19:16:14,26.13
2020-07-01 19:21:14,26.17
2020-07-01 19:26:14,26.1
2020-07-01 19:31:14,26.03
2020-07-01 19:36:14,26.03
2020-07-01 19:41:14,26
2020-07-01 19:46:14,26.03
2020-07-01 19:51:15,25.9
2020-07-01 19:56:14,25.93
2020-07-01 20:01:14,25.8
2020-07-01 20:06:15,25.73
2020-07-01 20:11:15,25.76
2020-07-01 20:16:15,25.66
2020-07-01 20:21:14,25.73
2020-07-01 20:26:14,25.73
2020-07-01 20:31:14,25.6
2020-07-01 20:36:14,25.66
2020-07-01 20:41:14,25.67
2020-07-01 20:46:14,25.73
2020-07-01 20:51:14,25.8
2020-07-01 20:56:15,25.8
2020-07-01 21:01:15,25.73
2020-07-01 21:06:15,25.7
2020-07-01 21:11:15,25.67
2020-07-01 21:16:15,25.63
2020-07-01 21:21:15,25.66
2020-07-01 21:26:14,25.66
2020-07-01 21:31:14,25.6
2020-07-01 21:36:14,25.63
2020-07-01 21:41:14,25.6
2020-07-01 21:46:14,25.53
2020-07-01 21:51:14,25.5
2020-07-01 21:56:15,25.47
2020-07-01 22:01:15,25.4
2020-07-01 22:06:15,25.3
2020-07-01 22:11:15,25.4
2020-07-01 22:16:15,25.33
2020-07-01 22:21:15,25.27
2020-07-01 22:26:14,25.23
2020-07-01 22:31:14,25.26
2020-07-01 22:36:14,25.26
2020-07-01 22:41:14,25.33
2020-07-01 22:46:14,25.36
2020-07-01 22:51:15,25.37
2020-07-01 22:56:15,25.4
2020-07-01 23:01:15,25.43
2020-07-01 23:06:15,25.43
2020-07-01 23:11:15,25.4
2020-07-01 23:16:15,25.33
2020-07-01 23:21:15,25.27
2020-07-01 23:26:14,25.23
2020-07-01 23:31:14,25.23
2020-07-01 23:36:14,25.2
2020-07-01 23:41:14,25.2
2020-07-01 23:46:14,25.1
2020-07-01 23:51:14,25.07
2020-07-01 23:56:14,25.03
2020-07-02 00:01:15,25.03
2020-07-02 00:06:15,24.9
2020-07-02 00:11:15,24.86
2020-07-02 00:16:15,24.9
2020-07-02 00:21:15,24.9
2020-07-02 00:26:15,24.9
2020-07-02 00:31:14,24.8
2020-07-02 00:36:14,24.83
2020-07-02 00:41:14,24.8
2020-07-02 00:46:14,24.8
2020-07-02 00:51:15,24.77
2020-07-02 00:56:15,24.77
2020-07-02 01:01:15,24.76
2020-07-02 01:06:15,24.73
2020-07-02 01:11:14,24.7
2020-07-02 01:16:14,24.76
2020-07-02 01:21:14,24.76
2020-07-02 01:26:14,24.67
2020-07-02 01:31:15,24.63
2020-07-02 01:36:15,24.57
2020-07-02 01:41:15,24.5
2020-07-02 01:46:15,24.46
2020-07-02 01:51:15,24.4
2020-07-02 01:56:15,24.3
2020-07-02 02:01:15,24.16
2020-07-02 02:06:15,24.03
2020-07-02 02:11:14,23.93
2020-07-02 02:16:14,23.73
2020-07-02 02:21:14,23.63
2020-07-02 02:26:15,23.66
2020-07-02 02:31:15,23.66
2020-07-02 02:36:15,23.63
2020-07-02 02:41:15,23.5
2020-07-02 02:46:15,23.46
2020-07-02 02:51:15,23.56
2020-07-02 02:56:15,23.56
2020-07-02 03:01:15,23.53
2020-07-02 03:06:15,23.87
2020-07-02 03:11:15,24.06
2020-07-02 03:16:14,24.1
2020-07-02 03:21:14,24.1
2020-07-02 03:26:14,24.1
2020-07-02 03:31:15,24.03
2020-07-02 03:36:15,24.06
2020-07-02 03:41:15,24.06
2020-07-02 03:46:15,24
2020-07-02 03:51:15,24.03
2020-07-02 03:56:15,23.9
2020-07-02 04:01:15,23.73
2020-07-02 04:06:15,23.57
2020-07-02 04:11:15,23.43
2020-07-02 04:16:14,23.37
2020-07-02 04:21:14,23.27
2020-07-02 04:26:14,23.2
2020-07-02 04:31:15,23.27
2020-07-02 04:36:15,23.2
2020-07-02 04:41:15,23.43
2020-07-02 04:46:15,23.57
2020-07-02 04:51:15,23.47
2020-07-02 04:56:15,23.5
2020-07-02 05:01:15,23.6
2020-07-02 05:06:15,23.67
2020-07-02 05:11:15,23.9
2020-07-02 05:16:14,23.9
2020-07-02 05:21:14,23.77
2020-07-02 05:26:15,23.7
2020-07-02 05:31:14,23.83
2020-07-02 05:36:15,23.8
2020-07-02 05:41:15,23.9
2020-07-02 05:46:15,24
2020-07-02 05:51:15,24.07
2020-07-02 05:56:15,24.07
2020-07-02 06:01:15,24.07
2020-07-02 06:06:15,24.13
2020-07-02 06:11:15,24.03
2020-07-02 06:16:15,24.06
2020-07-02 06:21:14,24.06
2020-07-02 06:26:15,24
2020-07-02 06:31:15,24.13
2020-07-02 06:36:15,24.26
2020-07-02 06:41:15,24.3
2020-07-02 06:46:15,24.3
2020-07-02 06:51:15,24.33
2020-07-02 06:56:15,24.3
2020-07-02 07:01:15,24.27
2020-07-02 07:06:15,24.23
2020-07-02 07:11:15,24.17
2020-07-02 07:16:15,24.23
2020-07-02 07:21:14,24.2
2020-07-02 07:26:15,24.47
2020-07-02 07:31:15,24.53
2020-07-02 07:36:15,24.67
2020-07-02 07:41:15,24.73
2020-07-02 07:46:15,24.56
2020-07-02 07:51:15,24.6
2020-07-02 07:56:15,24.67
2020-07-02 08:01:15,24.77
2020-07-02 08:06:15,24.9
2020-07-02 08:11:15,25.06
2020-07-02 08:16:15,25.3
2020-07-02 08:21:16,25.5
2020-07-02 08:26:14,25.67
2020-07-02 08:31:15,25.8
2020-07-02 08:36:15,26
2020-07-02 08:41:15,26.1
2020-07-02 08:46:15,26.2
2020-07-02 08:51:15,26.23
2020-07-02 08:56:15,26.3
2020-07-02 09:01:15,26.4
2020-07-02 09:06:15,26.67
2020-07-02 09:11:47,26.83
2020-07-02 09:16:15,26.93
2020-07-02 09:21:15,27.03
2020-07-02 09:26:14,27.16
2020-07-02 09:31:15,27.27
2020-07-02 09:36:15,27.56
2020-07-02 09:41:46,27.66
2020-07-02 09:46:15,27.77
2020-07-02 09:51:15,27.8
2020-07-02 09:56:15,27.8
2020-07-02 10:06:15,28.3
2020-07-02 10:11:15,28.06
2020-07-02 10:16:15,28.2
2020-07-02 10:21:15,28.2
2020-07-02 10:26:16,28.33
2020-07-02 10:31:46,28.43
2020-07-02 10:36:15,28.3
2020-07-02 10:41:15,28.33
2020-07-02 10:46:15,28.56
2020-07-02 10:51:15,28.57
2020-07-02 10:56:15,28.53
2020-07-02 11:01:15,28.63
2020-07-02 11:06:15,28.86
2020-07-02 11:16:15,29
2020-07-02 11:21:16,28.86
2020-07-02 11:26:16,29.07
2020-07-02 11:31:15,28.96
2020-07-02 11:36:15,29.13
2020-07-02 11:41:15,29.03
2020-07-02 11:46:15,29.07
2020-07-02 11:51:15,29.16
2020-07-02 11:56:15,29.3
2020-07-02 12:01:15,29.43
2020-07-02 12:06:15,29.4
2020-07-02 12:11:15,29.36
2020-07-02 12:16:15,29.37
2020-07-02 12:21:47,29.57
2020-07-02 12:26:16,29.63
2020-07-02 12:31:16,29.6
2020-07-02 12:36:15,29.73
2020-07-02 12:41:15,29.83
2020-07-02 12:46:15,29.9
2020-07-02 12:56:15,29.93
2020-07-02 13:01:15,29.83
2020-07-02 13:06:15,29.86
2020-07-02 13:11:47,29.86
2020-07-02 13:16:16,29.9
2020-07-02 13:21:15,29.97
2020-07-02 13:26:15,29.96
2020-07-02 13:31:15,30.03
2020-07-02 13:36:15,29.83
2020-07-02 13:46:15,29.76
2020-07-02 13:52:18,29.8
2020-07-02 13:56:16,29.8
2020-07-02 14:01:46,30
2020-07-02 14:06:46,29.9
2020-07-02 14:11:15,30.07
2020-07-02 14:16:15,29.9
2020-07-02 14:21:15,29.7
2020-07-02 14:26:47,29.27
2020-07-02 14:31:16,29.2
2020-07-02 14:36:15,29.06
2020-07-02 14:41:15,29.2
2020-07-02 14:47:18,29.13
2020-07-02 14:52:19,29.03
2020-07-02 14:57:18,28.97
2020-07-02 15:01:15,29
2020-07-02 15:06:47,29.23
2020-07-02 15:11:16,29.27
2020-07-02 15:16:46,29.46
2020-07-02 15:22:18,29.57
2020-07-02 15:26:15,29.57
2020-07-02 15:31:15,29.63
2020-07-02 15:36:47,29.53
2020-07-02 15:41:16,29.5
2020-07-02 15:47:19,29.43
2020-07-02 15:51:15,29.43
2020-07-02 15:56:15,29.37
2020-07-02 16:01:15,29.33
2020-07-02 16:06:15,29.1
2020-07-02 16:11:15,28.96
2020-07-02 16:16:15,28.9
2020-07-02 16:21:15,28.86
2020-07-02 16:26:15,28.83
2020-07-02 16:32:19,28.76
2020-07-02 16:36:15,28.76
2020-07-02 16:41:15,28.8
2020-07-02 16:46:15,28.73
2020-07-02 16:51:48,28.7
2020-07-02 16:56:15,28.66
2020-07-02 17:01:16,28.6
2020-07-02 17:06:16,28.67
2020-07-02 17:11:16,28.6
2020-07-02 17:16:16,28.53
2020-07-02 17:21:16,28.46
2020-07-02 17:26:15,28.43
2020-07-02 17:31:15,28.33
