date,temp
0.01,22.83
0.06,22.73
0.11,22.7
0.16,22.7
0.21,22.66
0.26,22.56
0.31,22.56
0.36,22.66
0.41,22.8
0.46,22.86
0.51,22.9
0.56,22.93
1.01,22.9
1.06,22.93
1.11,22.8
1.16,22.6
1.21,22.5
1.26,22.56
1.31,22.43
1.36,22.46
1.41,22.43
1.46,22.43
1.51,22.43
1.56,22.46
2.01,22.33
2.06,22.3
2.11,22.3
2.16,22.3
2.21,22.16
2.26,22.13
2.31,22.06
2.36,22.06
2.41,22.06
2.46,22.06
2.51,22.03
2.56,22.03
3.01,22
3.06,22
3.11,22.1
3.16,22.06
3.21,22.07
3.26,22.03
3.31,22.03
3.36,22.03
3.41,22
3.46,21.97
3.51,21.97
3.56,21.9
4.01,21.9
4.06,21.93
4.11,22.13
4.16,22.03
4.21,21.93
4.26,21.96
4.31,21.9
4.36,21.86
4.41,22.03
4.46,22
4.51,21.93
4.56,21.83
5.01,22.13
5.06,22.2
5.11,22.27
5.16,22.23
5.21,22.13
5.26,21.93
5.31,22.13
5.36,22.13
5.41,22.23
5.46,22.13
5.51,22.23
5.56,22.16
6.01,22.03
6.06,22.3
6.11,22.6
6.16,22.7
6.21,22.7
6.26,22.53
6.31,22.16
6.36,22.2
6.41,22.03
6.46,22
6.51,21.93
6.56,21.86
7.01,21.86
7.06,21.9
7.11,21.93
7.16,21.83
7.21,21.8
7.26,21.73
7.31,21.73
7.36,21.73
7.41,21.73
7.46,21.63
7.51,21.6
7.56,21.63
8.01,21.73
8.06,21.9
8.11,22
8.16,21.96
8.21,22.13
8.26,22.16
8.31,22.16
8.36,22.3
8.41,22.46
8.46,22.56
8.51,22.66
8.56,22.5
9.01,22.53
9.06,22.56
9.11,22.46
9.16,22.56
9.21,22.67
9.26,22.76
9.31,22.8
9.36,22.8
9.41,22.63
9.46,23
9.51,22.87
9.56,23.17
10.06,23.2
10.11,23.36
10.16,23.6
10.21,23.83
10.26,23.7
10.31,23.97
10.36,24.13
10.41,24.33
10.46,24.33
10.51,24.36
10.56,24.3
11.01,24.33
11.06,24.27
11.11,24.5
11.16,24.53
11.21,24.8
11.26,24.8
11.31,24.7
11.36,24.7
11.41,24.63
11.46,24.6
11.51,24.7
12.01,24.53
12.06,24.67
12.11,24.66
12.16,24.43
12.21,24.43
12.26,24.5
12.31,24.46
12.36,24.46
12.41,24.5
12.46,24.43
12.51,24.5
13.01,24.5
13.06,24.57
13.11,24.53
13.16,24.5
13.21,24.43
13.26,24.63
13.31,24.6
13.36,24.6
13.41,24.47
13.46,24.43
13.51,24.53
14.01,24.56
14.06,24.63
14.11,24.46
14.16,24.43
14.21,24.5
14.26,24.47
14.31,24.46
14.36,24.47
14.41,24.33
14.46,24.47
14.51,24.43
14.56,24.4
15.01,24.53
15.06,24.5
15.11,24.5
15.16,24.5
15.21,24.5
15.26,24.5
15.31,24.46
15.36,24.6
15.41,24.43
15.46,24.43
15.51,24.4
15.56,24.53
16.01,24.33
16.06,24.3
16.11,24.43
16.16,24.43
16.21,24.4
16.26,24.23
16.31,24.27
16.36,24.26
16.41,24.26
16.46,24.16
16.51,24.2
16.56,24.17
17.01,24.13
17.06,24.1
17.11,24.1
17.16,24.1
17.21,24.1
17.26,24.07
17.31,23.9
17.36,24
17.41,23.9
17.46,23.93
17.51,23.9
17.56,23.9
18.01,23.67
18.06,23.63
18.11,23.47
18.16,23.43
18.21,23.43
18.26,23.26
18.31,23.03
18.36,22.9
18.41,22.7
18.46,22.57
18.51,22.53
18.56,22.5
19.01,22.43
19.06,22.37
19.11,22.47
19.16,22.53
19.21,22.5
19.26,22.47
19.31,22.5
19.36,22.43
19.41,22.5
19.46,22.43
19.51,22.47
19.56,22.5
20.01,22.43
20.06,22.47
20.11,22.43
20.16,22.53
20.21,22.46
20.26,22.4
20.31,22.5
20.36,22.63
20.41,22.36
20.46,22.33
20.51,22.4
20.56,22.26
21.01,22.2
21.06,22.3
21.11,22.2
21.16,22.27
21.21,22.33
21.26,22.26
21.31,22.4
21.36,22.46
21.41,22.4
21.46,22.43
21.51,22.4
21.56,22.4
22.01,22.36
22.06,22.33
22.11,22.43
22.16,22.4
22.21,22.37
22.26,22.43
22.31,22.4
22.36,22.36
22.41,22.43
22.46,22.33
22.51,22.3
22.56,22.2
23.01,22.03
23.06,22.03
23.11,22.03
23.16,22.06
23.21,22.03
23.26,22.07
23.31,22.13
23.36,22.2
23.41,22.17
23.46,22.27
23.51,22.23
23.56,22.13
