date,temp
0.01,21.53
0.06,21.5
0.11,21.47
0.16,21.5
0.21,21.6
0.26,21.57
0.31,21.56
0.36,21.53
0.41,21.46
0.46,21.53
0.51,21.46
0.56,21.36
1.01,21.26
1.06,21.16
1.11,21.1
1.16,21
1.21,21
1.26,21.03
1.31,21.07
1.36,21
1.41,21.1
1.46,21.13
1.51,20.9
1.56,20.8
2.01,20.73
2.06,20.73
2.11,20.66
2.16,20.7
2.21,20.7
2.26,20.76
2.31,20.77
2.36,20.83
2.41,20.73
2.46,20.8
2.51,20.73
2.56,20.7
3.01,20.63
3.06,20.6
3.11,20.53
3.16,20.5
3.21,20.43
3.26,20.43
3.31,20.4
3.36,20.3
3.41,20.3
3.46,20.3
3.51,20.33
3.56,20.3
4.01,20.23
4.06,20.16
4.11,20.2
4.16,20.3
4.21,20.2
4.26,20.13
4.31,20.13
4.36,20.17
4.41,20.13
4.46,20.06
4.51,20.1
4.56,20.06
5.01,20.06
5.06,20
5.11,20
5.16,20
5.21,20
5.26,20
5.31,20.13
5.36,20.2
5.41,20.17
5.46,20.2
5.51,20.17
5.56,20.17
6.01,20.16
6.06,20.1
6.11,20.06
6.16,20.03
6.21,20
6.26,20.06
6.31,20.03
6.36,19.93
6.41,19.96
6.46,19.96
6.51,19.9
6.56,19.83
7.01,19.83
7.06,19.9
7.11,19.87
7.16,19.86
7.21,19.9
7.26,19.93
7.31,20.03
7.36,20.2
7.41,20.33
7.46,20.23
7.51,20.16
7.56,20.16
8.01,20.17
8.06,20.16
8.11,20.3
8.16,20.53
8.21,20.67
8.26,20.86
8.31,21.06
8.36,21.2
8.41,21.4
8.46,21.5
8.51,21.4
8.56,21.56
9.01,21.6
9.06,22.06
9.11,22.13
9.16,22.13
9.21,22.33
9.26,22.36
9.31,22.46
9.36,22.73
9.41,22.76
9.46,22.8
9.51,23.23
9.56,23.13
10.06,23.46
10.11,23.77
10.16,23.56
10.21,24.1
10.26,24
10.31,24.2
10.36,24.56
10.41,24.43
10.46,24.87
10.51,24.8
10.56,25.03
11.01,24.83
11.06,24.87
11.11,25.27
11.16,25.47
11.21,25.5
11.26,25.6
11.31,25.73
11.36,25.56
11.41,25.9
11.46,26.07
11.51,26.23
12.01,26.3
12.06,26.47
12.11,25.97
12.16,26.03
12.21,26.66
12.26,26.5
12.31,26.1
12.36,26.03
12.41,26.23
12.46,26.06
12.51,25.83
13.01,25.93
13.06,25.97
13.11,26.03
13.16,25.96
13.21,26.13
13.26,26.26
13.31,26.3
13.36,26.43
13.41,26.73
13.46,26.83
13.51,26.2
14.01,26.13
14.06,26.33
14.11,26.03
14.16,26.3
14.21,26.43
14.26,26.56
14.31,26.07
14.36,26.06
14.41,26.13
14.46,25.96
14.51,26.07
14.56,26.2
15.01,25.7
15.06,25.77
15.11,25.43
15.16,25.37
15.21,25.66
15.26,25.6
15.31,25.33
15.36,25.23
15.41,25.47
15.46,25.26
15.51,25.26
15.56,25.06
16.01,24.9
16.06,24.97
16.11,24.93
16.16,25
16.21,24.97
16.26,24.73
16.31,24.7
16.36,24.7
16.41,24.63
16.46,24.6
16.51,24.5
16.56,24.47
17.01,24.5
17.06,24.46
17.11,24.46
17.16,24.4
17.21,24.33
17.26,24.33
17.31,24.43
17.36,24.36
17.41,24.3
17.46,24.27
17.51,24.3
17.56,24.33
18.01,24.33
18.06,24.3
18.11,24.2
18.16,24.2
18.21,24.2
18.26,24.23
18.31,24.1
18.36,24.17
18.41,24.1
18.46,24.13
18.51,24.26
18.56,24.2
19.01,24.23
19.06,24.3
19.11,24.3
19.16,24.2
19.21,24.27
19.26,24.03
19.31,23.97
19.36,23.93
19.41,23.86
19.46,23.9
19.51,24.03
19.56,24.03
20.01,24.03
20.06,24.03
20.11,24.03
20.16,23.97
20.21,24.2
20.26,24.13
20.31,24.03
20.36,23.97
20.41,23.9
20.46,23.86
20.51,23.83
20.56,23.83
21.01,23.9
21.06,24
21.11,24.06
21.16,23.93
21.21,23.93
21.26,23.9
21.31,23.8
21.36,23.7
21.41,23.73
21.46,23.7
21.51,23.66
21.56,23.63
22.01,23.63
22.06,23.63
22.11,23.6
22.16,23.66
22.21,23.63
22.26,23.63
22.31,23.63
22.36,23.6
22.41,23.57
22.46,23.46
22.51,23.53
22.56,23.53
23.01,23.53
23.06,23.4
23.11,23.39
23.16,23.53
23.21,23.53
23.26,23.26
23.31,23.13
23.36,23.06
23.41,23.03
23.46,22.96
23.51,22.96
23.56,22.96
