date,temp
2020/7/24 0:01,21.3
2020/7/24 0:06,21.33
2020/7/24 0:12,21.43
2020/7/24 0:16,21.43
2020/7/24 0:21,21.23
2020/7/24 0:26,21.23
2020/7/24 0:31,21.23
2020/7/24 0:36,21.1
2020/7/24 0:41,21.03
2020/7/24 0:46,21.07
2020/7/24 0:51,21.07
2020/7/24 0:56,21.03
2020/7/24 1:01,21.06
2020/7/24 1:06,21.1
2020/7/24 1:11,21.17
2020/7/24 1:17,21.13
2020/7/24 1:21,21.13
2020/7/24 1:26,21.2
2020/7/24 1:31,21.23
2020/7/24 1:36,21.17
2020/7/24 1:41,21.13
2020/7/24 1:46,21.23
2020/7/24 1:52,21.06
2020/7/24 1:56,21.07
2020/7/24 2:01,21.06
2020/7/24 2:06,21
2020/7/24 2:11,20.93
2020/7/24 2:16,21
2020/7/24 2:21,20.97
2020/7/24 2:26,20.9
2020/7/24 2:32,20.83
2020/7/24 2:36,20.8
2020/7/24 2:41,20.73
2020/7/24 2:46,20.76
2020/7/24 2:51,20.96
2020/7/24 2:56,20.97
2020/7/24 3:01,20.83
2020/7/24 3:06,20.73
2020/7/24 3:11,20.66
2020/7/24 3:16,20.6
2020/7/24 3:21,20.57
2020/7/24 3:26,20.63
2020/7/24 3:31,20.53
2020/7/24 3:36,20.57
2020/7/24 3:41,20.47
2020/7/24 3:46,20.5
2020/7/24 3:51,20.5
2020/7/24 3:57,20.37
2020/7/24 4:01,20.36
2020/7/24 4:06,20.3
2020/7/24 4:11,20.3
2020/7/24 4:16,20.3
2020/7/24 4:21,20.26
2020/7/24 4:26,20.13
2020/7/24 4:31,20.1
2020/7/24 4:36,20.16
2020/7/24 4:41,20.07
2020/7/24 4:46,20.1
2020/7/24 4:52,20.06
2020/7/24 4:56,20.03
2020/7/24 5:01,20.03
2020/7/24 5:06,20
2020/7/24 5:11,20
2020/7/24 5:16,20
2020/7/24 5:21,19.96
2020/7/24 5:26,19.9
2020/7/24 5:31,19.87
2020/7/24 5:36,19.83
2020/7/24 5:41,19.9
2020/7/24 5:46,19.93
2020/7/24 5:51,19.86
2020/7/24 5:56,19.83
2020/7/24 6:01,19.83
2020/7/24 6:06,19.8
2020/7/24 6:11,19.83
2020/7/24 6:16,19.8
2020/7/24 6:21,19.7
2020/7/24 6:27,19.7
2020/7/24 6:31,19.8
2020/7/24 6:36,19.76
2020/7/24 6:41,19.83
2020/7/24 6:47,19.77
2020/7/24 6:51,19.76
2020/7/24 6:56,19.87
2020/7/24 7:01,19.76
2020/7/24 7:07,19.73
2020/7/24 7:11,19.73
2020/7/24 7:17,19.7
2020/7/24 7:22,19.7
2020/7/24 7:26,19.73
2020/7/24 7:31,19.73
2020/7/24 7:36,19.7
2020/7/24 7:41,19.76
2020/7/24 7:46,20
2020/7/24 7:51,20.07
2020/7/24 7:56,20.2
2020/7/24 8:01,20.26
2020/7/24 8:06,20.47
2020/7/24 8:11,20.67
2020/7/24 8:16,20.66
2020/7/24 8:21,20.83
2020/7/24 8:27,20.97
2020/7/24 8:31,21.06
2020/7/24 8:37,21.36
2020/7/24 8:42,21.26
2020/7/24 8:46,21.53
2020/7/24 8:51,21.7
2020/7/24 8:56,21.9
2020/7/24 9:01,22.06
2020/7/24 9:07,22.03
2020/7/24 9:12,22.03
2020/7/24 9:16,22.3
2020/7/24 9:21,22.56
2020/7/24 9:26,22.73
2020/7/24 9:31,22.67
2020/7/24 9:36,23.17
2020/7/24 9:41,23.2
2020/7/24 9:46,23.3
2020/7/24 9:51,23.63
2020/7/24 9:56,23.47
2020/7/24 10:01,23.83
2020/7/24 10:06,23.93
2020/7/24 10:11,24.06
2020/7/24 10:16,24.5
2020/7/24 10:21,24.9
2020/7/24 10:27,24.96
2020/7/24 10:31,24.83
2020/7/24 10:36,24.97
2020/7/24 10:42,25.3
2020/7/24 10:46,25.26
2020/7/24 10:51,25.17
2020/7/24 10:56,25.56
2020/7/24 11:01,25.6
2020/7/24 11:07,25.77
2020/7/24 11:11,25.9
2020/7/24 11:16,25.87
2020/7/24 11:21,26.27
2020/7/24 11:26,25.9
2020/7/24 11:32,26.27
2020/7/24 11:36,26.43
2020/7/24 11:41,26.5
