date,temp
0.01,25.73
0.06,25.63
0.11,25.67
0.16,25.57
0.21,25.5
0.26,25.53
0.31,25.5
0.36,25.36
0.41,25.3
0.46,25.26
0.51,25.26
0.56,25.27
1.01,25.3
1.06,25.26
1.11,25.26
1.16,25.2
1.21,25.17
1.26,25.16
1.31,25
1.36,24.8
1.41,24.73
1.46,24.7
1.51,24.6
1.56,24.46
2.01,24.5
2.06,24.5
2.11,24.5
2.16,24.4
2.21,24.27
2.26,24.23
2.31,24.1
2.36,23.97
2.41,24
2.46,23.83
2.51,23.83
2.56,23.7
3.01,23.66
3.06,23.6
3.11,23.6
3.16,23.63
3.21,23.43
3.26,23.36
3.31,23.26
3.36,23.16
3.41,23.13
3.46,23.1
3.51,23.03
3.56,23
4.01,22.93
4.06,22.87
4.11,22.83
4.16,22.63
4.21,22.63
4.26,22.6
4.31,22.56
4.36,22.53
4.41,22.5
4.46,22.5
4.51,22.33
4.56,22.36
5.01,22.37
5.06,22.4
5.11,22.4
5.16,22.33
5.21,22.33
5.26,22.4
5.31,22.46
5.36,22.36
5.41,22.36
5.46,22.26
5.51,22.26
5.56,22.33
6.01,22.2
6.06,22.23
6.11,22.2
6.16,22.26
6.21,22.23
6.26,22.16
6.31,22.13
6.36,22.06
6.41,22
6.46,21.9
6.51,21.9
6.56,21.86
7.01,21.9
7.06,21.9
7.11,21.96
7.16,21.9
7.21,21.9
7.26,21.97
7.31,22.13
7.36,22.23
7.41,22.23
7.46,22.1
7.51,22.13
7.56,22.2
8.01,22.27
8.06,22.4
8.11,22.7
8.16,23.13
8.21,23.23
8.26,23.3
8.31,23.43
8.36,23.43
8.41,23.73
8.46,23.63
8.51,23.7
8.56,23.7
9.01,24.2
9.06,24.47
9.11,24.57
9.16,24.9
9.21,24.76
9.26,24.97
9.31,24.77
9.36,25.16
9.41,25.23
9.46,25.13
9.51,25.16
9.56,25
10.06,24.77
10.11,25.1
10.16,25.03
10.21,25.03
10.26,25.1
10.31,24.8
10.36,24.93
10.41,25.13
10.46,25.36
10.51,24.83
10.56,25.26
11.01,25.63
11.06,25.17
11.11,25.63
11.16,25.63
11.21,25.9
11.26,25.9
11.31,25.17
11.36,25.63
11.41,25.26
11.46,25.73
11.51,25.77
12.01,25.4
12.06,25.3
12.11,25.33
12.16,25.53
12.21,25.26
12.26,25.57
12.31,25.37
12.36,25.73
12.41,25.66
12.46,26
12.51,25.86
13.01,25.96
13.06,25.66
13.11,25.53
13.16,25.87
13.21,25.73
13.26,25.87
13.31,26.23
13.36,26.16
13.41,25.9
13.46,26.33
13.51,26.06
14.01,25.97
14.06,26.3
14.11,26.2
14.16,26.03
14.21,26.2
14.26,26.23
14.31,26.33
14.36,26.13
14.41,26.53
14.46,26.43
14.51,26.33
14.56,26.3
15.01,26.16
15.06,26
15.11,26.2
15.16,26
15.21,25.93
15.26,25.87
15.31,25.67
15.36,25.6
15.41,25.56
15.46,25.43
15.51,25.33
15.56,25.3
16.01,25.23
16.06,25.3
16.11,25.13
16.16,25.07
16.21,25
16.26,24.96
16.31,24.96
16.36,24.76
16.41,24.7
16.46,24.63
16.51,24.53
16.56,24.53
17.01,24.46
17.06,24.27
17.11,24.23
17.16,24.17
17.21,24.16
17.26,24.03
17.31,24
17.36,23.9
17.41,23.83
17.46,23.86
17.51,23.77
17.56,23.73
18.01,23.76
18.06,23.7
18.11,23.63
18.16,23.63
18.21,23.53
18.26,23.56
18.31,23.56
18.36,23.43
18.41,23.43
18.46,23.36
18.51,23.4
18.56,23.26
19.01,23.23
19.06,23.13
19.11,23.13
19.16,23.13
19.21,23.03
19.26,23
19.31,22.96
19.36,23
19.41,22.93
19.46,22.86
19.51,22.76
19.56,22.63
20.01,22.57
20.06,22.53
20.11,22.5
20.16,22.5
20.21,22.47
20.26,22.43
20.31,22.3
20.36,22.07
20.41,22.03
20.46,22
20.51,21.9
20.56,21.87
21.01,21.87
21.06,21.77
21.11,21.8
21.16,21.73
21.21,21.7
21.26,21.66
21.31,21.73
21.36,21.77
21.41,21.7
21.46,21.56
21.51,21.43
21.56,21.43
22.01,21.5
22.06,21.47
22.11,21.28
22.16,21.26
22.21,21.16
22.26,21.06
22.31,21
22.36,21.1
22.41,21.23
22.46,21.13
22.51,21.07
22.56,21
23.01,21.03
23.06,21.26
23.11,21.09
23.16,21.09
23.21,21
23.26,21.07
23.31,21.07
23.36,21.06
23.41,21.06
23.46,21.05
23.51,21.04
23.56,21.04
